	H01	H02	H03	H04	H05	H06	H07	H08	date	rands	notes
3475	P0141	Consumer Price Index	1124001	Whole chicken - fresh	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	66.89	
3554	P0141	Consumer Price Index	1124002	Chicken portions - fresh	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	79.03	
3633	P0141	Consumer Price Index	1124005	IQF chicken portions	Price (Rand)	monthly	10924	2 Kilogram	2023-05-01 	93.06	
3712	P0141	Consumer Price Index	1124006	Chicken portions frozen - non IQF	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	62.59	
3791	P0141	Consumer Price Index	1124007	Chicken giblets (neck, gizzards, hearts, etc)	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	46.75	
3870	P0141	Consumer Price Index	1125004	Polony	Price (Rand)	monthly	10917	1 Kilogram	2023-05-01 	53.29	
3949	P0141	Consumer Price Index	1125005	Ham	Price (Rand)	monthly	10895	500 Gram	2023-05-01 	53.9	
4028	P0141	Consumer Price Index	1125006	Biltong	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	338.9	
4107	P0141	Consumer Price Index	1125007	Bacon	Price (Rand)	monthly	10855	200 Gram	2023-05-01 	44.32	
4186	P0141	Consumer Price Index	1125009	Sausage	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	100.1	
4265	P0141	Consumer Price Index	1126002	Beef extract	Price (Rand)	monthly	10839	120 Gram	2023-05-01 	15.99	
4344	P0141	Consumer Price Index	1126005	Corned beef	Price (Rand)	monthly	10869	300 Gram	2023-05-01 	34.21	
4423	P0141	Consumer Price Index	1131001	Hake - frozen	Price (Rand)	monthly	10884	400 Gram	2023-05-01 	80.75	
4502	P0141	Consumer Price Index	1134001	Fish fingers - frozen	Price (Rand)	monthly	10884	400 Gram	2023-05-01 	58.13	
4581	P0141	Consumer Price Index	1134002	Tuna - tinned	Price (Rand)	monthly	10850	170 Gram	2023-05-01 	24.71	
4660	P0141	Consumer Price Index	1134003	Fish (excl tuna) - tinned	Price (Rand)	monthly	10884	400 Gram	2023-05-01 	26.38	
4739	P0141	Consumer Price Index	1141001	Full cream milk - fresh	Price (Rand)	monthly	10963	2 Litre	2023-05-01 	36.31	
4818	P0141	Consumer Price Index	1141002	Full cream milk - long life	Price (Rand)	monthly	10960	1 Litre	2023-05-01 	18.65	
4897	P0141	Consumer Price Index	1142001	Low fat milk - fresh	Price (Rand)	monthly	10963	2 Litre	2023-05-01 	36.31	
4976	P0141	Consumer Price Index	1142002	Low fat milk - long life	Price (Rand)	monthly	10960	1 Litre	2023-05-01 	18.91	
5055	P0141	Consumer Price Index	1143001	Powdered milk	Price (Rand)	monthly	10916	900 Gram	2023-05-01 	171.09	
5134	P0141	Consumer Price Index	1143002	Whiteners	Price (Rand)	monthly	10895	500 Gram	2023-05-01 	38.7	
5213	P0141	Consumer Price Index	1143003	Condensed milk	Price (Rand)	monthly	10881	385 Gram	2023-05-01 	32.31	
5292	P0141	Consumer Price Index	1144001	Plain yogurt	Price (Rand)	monthly	10917	1 Kilogram	2023-05-01 	39.5	
5371	P0141	Consumer Price Index	1144002	Flavoured yogurt	Price (Rand)	monthly	10917	1 Kilogram	2023-05-01 	40.12	
5450	P0141	Consumer Price Index	1145001	Cheddar cheese	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	144.98	
5529	P0141	Consumer Price Index	1145001	Cheddar cheese	Price (Rand)	monthly	10916	900 Gram	2023-05-01 	152.56	
5608	P0141	Consumer Price Index	1145002	Gouda cheese	Price (Rand)	monthly	10855	200 Gram	2023-05-01 	38.27	
5687	P0141	Consumer Price Index	1145002	Gouda cheese	Price (Rand)	monthly	10916	900 Gram	2023-05-01 	152.28	
5766	P0141	Consumer Price Index	1145003	Cheese spread	Price (Rand)	monthly	10863	250 Gram	2023-05-01 	46.41	
5845	P0141	Consumer Price Index	1145004	Feta cheese	Price (Rand)	monthly	10884	400 Gram	2023-05-01 	63.18	
5924	P0141	Consumer Price Index	1146001	Cream - fresh	Price (Rand)	monthly	11019	250 Millilitre	2023-05-01 	33	
6003	P0141	Consumer Price Index	1146002	Sour milk	Price (Rand)	monthly	10924	2 Kilogram	2023-05-01 	35.93	
6082	P0141	Consumer Price Index	1146003	Custard - prepared	Price (Rand)	monthly	10960	1 Litre	2023-05-01 	33.33	
6161	P0141	Consumer Price Index	1146004	Maize based food drink (e.g. mageu )	Price (Rand)	monthly	10960	1 Litre	2023-05-01 	17.77	
6240	P0141	Consumer Price Index	1146005	Flavoured milk	Price (Rand)	monthly	11022	300 Millilitre	2023-05-01 	16.92	
6319	P0141	Consumer Price Index	1147001	Eggs	Price (Rand)	monthly	10558	For 6	2023-05-01 	22.14	
6398	P0141	Consumer Price Index	1147001	Eggs	Price (Rand)	monthly	10563	For 18	2023-05-01 	57.33	
6477	P0141	Consumer Price Index	1152001	Margarine spread (in a tub)	Price (Rand)	monthly	10895	500 Gram	2023-05-01 	37.2	
6556	P0141	Consumer Price Index	1152002	Brick margarine	Price (Rand)	monthly	10895	500 Gram	2023-05-01 	29.73	
6635	P0141	Consumer Price Index	1152003	Peanut butter	Price (Rand)	monthly	10884	400 Gram	2023-05-01 	38.64	
6714	P0141	Consumer Price Index	1154001	Sunflower oil (incl canola oil)	Price (Rand)	monthly	11044	750 Millilitre	2023-05-01 	35.52	
6793	P0141	Consumer Price Index	1161001	Oranges	Price (Rand)	Monthly	10734	Per Kilogram	2023-05-01 	20.1	
6872	P0141	Consumer Price Index	1162001	Bananas	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	18.31	
6951	P0141	Consumer Price Index	1163001	Apples	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	19.31	
7030	P0141	Consumer Price Index	1164001	Pears	Price (Rand)	Monthly	10734	Per Kilogram	2023-05-01 	19.86	
7109	P0141	Consumer Price Index	1165004	Avocados	Price (Rand)	Monthly	11015	Each	2023-05-01 	9.88	
7188	P0141	Consumer Price Index	1167001	Paw paw	Price (Rand)	Monthly	11015	Each	2023-05-01 	21.61	
7267	P0141	Consumer Price Index	1167002	Pineapple	Price (Rand)	Monthly	11015	Each	2023-05-01 	21.47	
7346	P0141	Consumer Price Index	1168004	Peanuts	Price (Rand)	monthly	10845	150 Gram	2023-05-01 	24.62	
7425	P0141	Consumer Price Index	1171001	Lettuce	Price (Rand)	monthly	11015	Each	2023-05-01 	17.3	
7504	P0141	Consumer Price Index	1171002	Spinach/morogo	Price (Rand)	monthly	10735	Per Bunch	2023-05-01 	15.36	
7583	P0141	Consumer Price Index	1172001	Cabbage	Price (Rand)	monthly	11015	Each	2023-05-01 	21.26	
7662	P0141	Consumer Price Index	1172002	Cauliflower	Price (Rand)	monthly	11015	Each	2023-05-01 	29.51	
7741	P0141	Consumer Price Index	1172003	Broccoli	Price (Rand)	monthly	11015	Each	2023-05-01 	30.36	
7820	P0141	Consumer Price Index	1173001	Tomatoes	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	29.82	
7899	P0141	Consumer Price Index	1173002	Pumpkin	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	18.46	
7978	P0141	Consumer Price Index	1173003	Green/red/yellow pepper	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	56.65	
8057	P0141	Consumer Price Index	1173004	Vegetables  - frozen	Price (Rand)	monthly	10917	1 Kilogram	2023-05-01 	47.46	
8136	P0141	Consumer Price Index	1173006	Cucumber	Price (Rand)	monthly	11015	Each	2023-05-01 	15.41	
8215	P0141	Consumer Price Index	1174001	Onions	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	25.43	
8294	P0141	Consumer Price Index	1174002	Carrots	Price (Rand)	monthly	10917	1 Kilogram	2023-05-01 	17.36	
8373	P0141	Consumer Price Index	1174003	Beetroot	Price (Rand)	monthly	10917	1 Kilogram	2023-05-01 	18.08	
8452	P0141	Consumer Price Index	1174005	Mushrooms	Price (Rand)	monthly	10863	250 Gram	2023-05-01 	31.24	
8531	P0141	Consumer Price Index	1175002	Beans - dried	Price (Rand)	monthly	10895	500 Gram	2023-05-01 	28.62	
8610	P0141	Consumer Price Index	1176002	Baked beans - tinned	Price (Rand)	monthly	10886	410 Gram	2023-05-01 	15.14	
8689	P0141	Consumer Price Index	1176005	Prepared salads	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	67.33	
8768	P0141	Consumer Price Index	1176006	Atchar	Price (Rand)	monthly	10884	400 Gram	2023-05-01 	40.95	
8847	P0141	Consumer Price Index	1176007	Mixed vegetables - tinned	Price (Rand)	monthly	10886	410 Gram	2023-05-01 	23.07	
8926	P0141	Consumer Price Index	1177001	Potatoes	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	17.47	
9005	P0141	Consumer Price Index	1178001	Sweet potatoes	Price (Rand)	monthly	10734	Per Kilogram	2023-05-01 	21.77	
9084	P0141	Consumer Price Index	1178002	Potato chips - frozen	Price (Rand)	monthly	10917	1 Kilogram	2023-05-01 	45.53	
9163	P0141	Consumer Price Index	1178003	Potato crisps	Price (Rand)	monthly	10840	125 Gram	2023-05-01 	18.89	
9242	P0141	Consumer Price Index	1178004	Corn chips	Price (Rand)	monthly	10845	150 Gram	2023-05-01 	19.06	
9321	P0141	Consumer Price Index	1181001	White sugar	Price (Rand)	monthly	10926	2.5 Kilogram	2023-05-01 	53	
9400	P0141	Consumer Price Index	1181002	Brown sugar	Price (Rand)	monthly	10917	1 Kilogram	2023-05-01 	23.96	
9479	P0141	Consumer Price Index	1182001	Jam	Price (Rand)	monthly	10892	450 Gram	2023-05-01 	32.25	
9558	P0141	Consumer Price Index	1182001	Jam	Price (Rand)	monthly	10916	900 Gram	2023-05-01 	41.43	
9637	P0141	Consumer Price Index	1183001	Chocolate slab	Price (Rand)	monthly	10824	80 Gram	2023-05-01 	20.26	
9716	P0141	Consumer Price Index	1183002	Chocolate bar	Price (Rand)	monthly	11015	Each	2023-05-01 	13.5	
9795	P0141	Consumer Price Index	1184001	Sweets	Price (Rand)	monthly	10840	125 Gram	2023-05-01 	27.82	
9874	P0141	Consumer Price Index	1184002	Chewing gum	Price (Rand)	monthly	10746	For 10	2023-05-01 	13.43	
9953	P0141	Consumer Price Index	1185001	Ice cream	Price (Rand)	monthly	10699	1.8 Litre	2023-05-01 	71.76	
10032	P0141	Consumer Price Index	1185001	Ice cream	Price (Rand)	monthly	10963	2 Litre	2023-05-01 	78.6	
10111	P0141	Consumer Price Index	1191001	Vinegar	Price (Rand)	monthly	11044	750 Millilitre	2023-05-01 	18.76	
10190	P0141	Consumer Price Index	1191002	Chutney	Price (Rand)	monthly	10894	470 Gram	2023-05-01 	38.91	
10269	P0141	Consumer Price Index	1191004	Tomato sauce	Price (Rand)	monthly	10581	700 Millilitre	2023-05-01 	37.62	
10348	P0141	Consumer Price Index	1191005	Mayonnaise	Price (Rand)	monthly	10906	750 Gram	2023-05-01 	41.98	
10427	P0141	Consumer Price Index	1191006	Salad dressing	Price (Rand)	monthly	11026	340 Millilitre	2023-05-01 	34.9	
10506	P0141	Consumer Price Index	1192001	Salt	Price (Rand)	monthly	10895	500 Gram	2023-05-01 	17.49	
10585	P0141	Consumer Price Index	1192002	Spices (excl salt and curry powder)	Price (Rand)	monthly	11008	100 Millilitre	2023-05-01 	24.31	
10664	P0141	Consumer Price Index	1192003	Curry powder	Price (Rand)	monthly	10833	100 Gram	2023-05-01 	26.49	
10743	P0141	Consumer Price Index	1193001	Baby food - cereal	Price (Rand)	monthly	10863	250 Gram	2023-05-01 	35.22	
10822	P0141	Consumer Price Index	1193003	Baby food - milk formula	Price (Rand)	monthly	10916	900 Gram	2023-05-01 	201.62	
10901	P0141	Consumer Price Index	1193004	Instant yeast	Price (Rand)	monthly	10786	10 Gram	2023-05-01 	5.88	
10980	P0141	Consumer Price Index	1193005	Baking powder	Price (Rand)	monthly	10855	200 Gram	2023-05-01 	30.71	
11059	P0141	Consumer Price Index	1193006	Soup powder	Price (Rand)	monthly	10807	50 Gram	2023-05-01 	6.36	
11138	P0141	Consumer Price Index	1211001	Instant coffee	Price (Rand)	monthly	10863	250 Gram	2023-05-01 	48.47	
11217	P0141	Consumer Price Index	1211002	Ground coffee or coffee beans	Price (Rand)	monthly	10863	250 Gram	2023-05-01 	93.43	
11296	P0142	Consumer Price Index	1211003	Capuccino	Price (Rand)	monthly	11154	10 X 18 Gram	2023-05-01 	72.36	
11375	P0141	Consumer Price Index	1212001	Ceylon/black tea	Price (Rand)	monthly	10863	250 Gram	2023-05-01 	41.98	
11454	P0141	Consumer Price Index	1212002	Rooibos tea	Price (Rand)	monthly	10855	200 Gram	2023-05-01 	45.96	
11533	P0141	Consumer Price Index	1213001	Drinking chocolate (e.g.  milo, cocoa )	Price (Rand)	monthly	10895	500 Gram	2023-05-01 	65.31	
11612	P0141	Consumer Price Index	1221001	Mineral water - sparkling or still	Price (Rand)	monthly	11039	500 Millilitre	2023-05-01 	9.58	
11691	P0141	Consumer Price Index	1222001	Fizzy drinks - can	Price (Rand)	monthly	11022	300 Millilitre	2023-05-01 	11.87	
11770	P0141	Consumer Price Index	1222002	Fizzy drinks - bottle	Price (Rand)	monthly	10963	2 Litre	2023-05-01 	23.46	
11849	P0141	Consumer Price Index	1223001	Fruit juice	Price (Rand)	monthly	10960	1 Litre	2023-05-01 	31.3	
11928	P0141	Consumer Price Index	1223002	Fruit juice concentrates	Price (Rand)	monthly	10960	1 Litre	2023-05-01 	33.42	
12007	P0141	Consumer Price Index	1223003	Dairy mixture	Price (Rand)	monthly	10960	1 Litre	2023-05-01 	19.83	
12086	P0141	Consumer Price Index	2111001	Brandy	Price (Rand)	monthly	11044	750 Millilitre	2023-05-01 	253.69	
12165	P0141	Consumer Price Index	2111002	Whiskey	Price (Rand)	monthly	11044	750 Millilitre	2023-05-01 	281.18	
12244	P0141	Consumer Price Index	2111003	Liqueur	Price (Rand)	monthly	11044	750 Millilitre	2023-05-01 	179.08	
12323	P0141	Consumer Price Index	2111004	Vodka	Price (Rand)	monthly	11044	750 Millilitre	2023-05-01 	261.36	
12402	P0141	Consumer Price Index	2121001	Red wine	Price (Rand)	monthly	11044	750 Millilitre	2023-05-01 	88.65	
12481	P0141	Consumer Price Index	2121002	White wine	Price (Rand)	monthly	11044	750 Millilitre	2023-05-01 	76.77	
12560	P0141	Consumer Price Index	2122001	Spirit coolers or cider	Price (Rand)	monthly	11025	330 Millilitre	2023-05-01 	23.62	
12639	P0141	Consumer Price Index	2122002	Gin	Price (Rand)	monthly	11044	750 Millilitre	2023-05-01 	214.12	
12718	P0141	Consumer Price Index	2131004	Beer	Price (Rand)	monthly	11025	330 Millilitre	2023-05-01 	16.91	
12797	P0141	Consumer Price Index	2211001	Cigarettes	Price (Rand)	monthly	10527	For 20	2023-05-01 	47.6	
12876	P0141	Consumer Price Index	4531001	Paraffin	Price (Rand)	Monthly	11044	750 Millilitre	2023-05-01 	37.93	
12955	P0141	Consumer Price Index	5521003	Light bulb - non-energy savers	Price (Rand)	Monthly	11015	Each	2023-05-01 	..	
13034	P0141	Consumer Price Index	5521007	Light bulb - energy savers	Price (Rand)	Monthly	11015	Each	2023-05-01 	..	
13113	P0141	Consumer Price Index	5521008	Light bulb	Price (Rand)	Monthly	11015	Each	2023-05-01 	53.67	
13192	P0141	Consumer Price Index	5611002	Laundry soap	Price (Rand)	Monthly	10895	500 Gram	2023-05-01 	23.12	
13271	P0141	Consumer Price Index	5611003	Washing powder	Price (Rand)	Monthly	10924	2 Kilogram	2023-05-01 	76.83	
13350	P0141	Consumer Price Index	5611004	Dish-washing liquid	Price (Rand)	Monthly	11044	750 Millilitre	2023-05-01 	33.29	
13429	P0141	Consumer Price Index	5611005	Wax shoe polish	Price (Rand)	Monthly	11000	50 Millilitre	2023-05-01 	21.56	
13508	P0141	Consumer Price Index	5611007	Indoor Insecticide	Price (Rand)	Monthly	11022	300 Millilitre	2023-05-01 	42.73	
13587	P0141	Consumer Price Index	5611008	Toiletcare - Disinfectant bleaches	Price (Rand)	Monthly	11044	750 Millilitre	2023-05-01 	34.01	
13666	P0141	Consumer Price Index	5611009	Fabrick softner	Price (Rand)	Monthly	10963	2 Litre	2023-05-01 	63.74	
13745	P0141	Consumer Price Index	6111001	Pain Killers	Price (Rand)	Monthly	10564	For 24	2023-05-01 	36.43	
13824	P0141	Consumer Price Index	6111002	Cough syrup	Price (Rand)	Monthly	11008	100 Millilitre	2023-05-01 	63.84	
13903	P0141	Consumer Price Index	6111003	Vitamin and mineral supplement	Price (Rand)	Monthly	10567	For 30	2023-05-01 	129.83	
13982	P0141	Consumer Price Index	6111006	Cold and flu medication	Price (Rand)	Monthly	10530	48.8 Gram	2023-05-01 	72.49	
14061	P0141	Consumer Price Index	6111007	Heartburn medication	Price (Rand)	Monthly	11011	150 Millilitre	2023-05-01 	112.5	
14140	P0141	Consumer Price Index	6111009	Sore throat lozenges	Price (Rand)	Monthly	10564	For 24	2023-05-01 	85.55	
14219	P0141	Consumer Price Index	6111010	Laxatives	Price (Rand)	Monthly	10553	For 12	2023-05-01 	16	
14298	P0141	Consumer Price Index	6111013	Eyedrops	Price (Rand)	Monthly	10993	10 Millilitre	2023-05-01 	69.57	
14377	P0141	Consumer Price Index	7221002	Diesel	Price (Rand)	Monthly	10737	Per Litre	2023-05-01 	22.52	
14456	P0141	Consumer Price Index	9131005	Printer cartriges	Price (Rand)	Monthly	11015	Each	2023-05-01 	583.04	
14535	P0141	Consumer Price Index	9341001	Dog food - Pellets	Price (Rand)	Monthly	10937	8 Kilogram	2023-05-01 	189.8	
14614	P0141	Consumer Price Index	9341002	Dog food - tinned	Price (Rand)	Monthly	10908	775 Gram	2023-05-01 	34.32	
14693	P0141	Consumer Price Index	9341003	Cat food - tinned	Price (Rand)	Monthly	10881	385 Gram	2023-05-01 	22.2	
14772	P0141	Consumer Price Index	9341004	Cat food - pellets	Price (Rand)	Monthly	10922	1.75 Kilogram	2023-05-01 	83.49	
14851	P0141	Consumer Price Index	9541007	Printer paper	Price (Rand)	Monthly	11075	For 2500	2023-05-01 	412.83	
14930	P0141	Consumer Price Index	12131001	Shampoo	Price (Rand)	Monthly	11034	400 Millilitre	2023-05-01 	73.36	
15009	P0141	Consumer Price Index	12131002	Conditioner	Price (Rand)	Monthly	11034	400 Millilitre	2023-05-01 	87.14	
15088	P0141	Consumer Price Index	12131003	Tissues	Price (Rand)	Monthly	10637	Pack Of 2 Ply 180 Tissues	2023-05-01 	34.13	
15167	P0141	Consumer Price Index	12131004	Sanitory Pads	Price (Rand)	Monthly	10740	Per Pack	2023-05-01 	24.58	
15246	P0141	Consumer Price Index	12131005	Tampons	Price (Rand)	Monthly	10529	For 16	2023-05-01 	29.37	
15325	P0141	Consumer Price Index	12131006	Bar Of Bath Soap	Price (Rand)	Monthly	10851	175 Gram	2023-05-01 	16.01	
15404	P0141	Consumer Price Index	12131007	Tooth Brush	Price (Rand)	Monthly	11015	Each	2023-05-01 	34.86	
15483	P0141	Consumer Price Index	12131008	Skin Lotion	Price (Rand)	Monthly	11034	400 Millilitre	2023-05-01 	45.46	
15562	P0141	Consumer Price Index	12131010	Toilet Paper	Price (Rand)	Monthly	10520	Pack Of 2 Ply 9 Rolls	2023-05-01 	79.3	
15641	P0141	Consumer Price Index	12131012	Tooth Paste	Price (Rand)	Monthly	11008	100 Millilitre	2023-05-01 	23.42	
15720	P0141	Consumer Price Index	12131013	Aerosol Deodorant	Price (Rand)	Monthly	11011	150 Millilitre	2023-05-01 	43.06	
15799	P0141	Consumer Price Index	12131014	Hair Relaxers	Price (Rand)	Monthly	11019	250 Millilitre	2023-05-01 	48.9	
15878	P0141	Consumer Price Index	12131015	Hair Colour	Price (Rand)	Monthly	10740	Per	2023-05-01 	92.63	
15957	P0141	Consumer Price Index	12131017	Bubble Bath	Price (Rand)	Monthly	10963	2 Litre	2023-05-01 	82.28	
16036	P0141	Consumer Price Index	12131018	Powder (Including Baby Powder)	Price (Rand)	Monthly	10855	200 Gram	2023-05-01 	36.58	
16115	P0141	Consumer Price Index	12131019	Wipes	Price (Rand)	Monthly	10722	For 40	2023-05-01 	53.16	
16194	P0141	Consumer Price Index	12131020	Make-up foundation	Price (Rand)	Monthly	10998	30 Millilitre	2023-05-01 	295.45	
16273	P0141	Consumer Price Index	12131021	Non-electrical shavers	Price (Rand)	Monthly	10531	For 5	2023-05-01 	30.19	
78	P0141	Consumer Price Index	1111001	Rice	Price (Rand)	monthly	10917	1 Kilogram	2023-05-01 	24.64	
158	P0141	Consumer Price Index	1111001	Rice	Price (Rand)	monthly	10924	2 Kilogram	2023-06-01 	37.97	
237	P0141	Consumer Price Index	1112001	Loaf of white bread	Price (Rand)	monthly	10902	700 Gram	2023-06-01 	18.73	
316	P0141	Consumer Price Index	1112002	Loaf of brown bread	Price (Rand)	monthly	10902	700 Gram	2023-06-01 	17.19	
395	P0141	Consumer Price Index	1112003	Sweet biscuits	Price (Rand)	monthly	10855	200 Gram	2023-06-01 	23.79	
474	P0141	Consumer Price Index	1112004	Savoury biscuits	Price (Rand)	monthly	10855	200 Gram	2023-06-01 	34.18	
553	P0141	Consumer Price Index	1112005	Bread rolls	Price (Rand)	monthly	10558	For 6	2023-06-01 	19.1	
632	P0141	Consumer Price Index	1112301	Rusks	Price (Rand)	monthly	10895	500 Gram	2023-06-01 	51.86	
711	P0141	Consumer Price Index	1113001	Spaghetti	Price (Rand)	monthly	10895	500 Gram	2023-06-01 	20.04	
790	P0141	Consumer Price Index	1113002	Macaroni	Price (Rand)	monthly	10895	500 Gram	2023-06-01 	18.96	
869	P0141	Consumer Price Index	1113003	Pasta (excl spaghetti, macaroni)	Price (Rand)	monthly	10895	500 Gram	2023-06-01 	25.39	
948	P0141	Consumer Price Index	1113004	Instant noodles (e.g. 2 minute noodles)	Price (Rand)	monthly	10547	73 Gram	2023-06-01 	8.42	
1027	P0141	Consumer Price Index	1116001	Cake flour	Price (Rand)	monthly	10926	2.5 Kilogram	2023-06-01 	42.28	
1106	P0141	Consumer Price Index	1116002	Bread flour	Price (Rand)	monthly	10926	2.5 Kilogram	2023-06-01 	46.9	
1185	P0141	Consumer Price Index	1116003	Maize meal	Price (Rand)	monthly	10926	2,5 Kilogram	2023-06-01 	37.57	
1264	P0141	Consumer Price Index	1116003	Maize meal	Price (Rand)	monthly	10931	5 Kilogram	2023-06-01 	66.55	
